,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доп. объявление группы,Тип объявления,Мобильное объявление,ID группы,Название группы,Номер группы,"Статус ""Мало показов""",ID фразы,Фраза (с минус-словами),Фраза (с минус-словами),Заголовок 1,Заголовок 2,Текст,Длина,,,Ссылка,Отображаемая ссылка,Регион,Организация Яндекс.Справочника,Ставка,Ставка в сетях,Контакты,Статус объявления ,Статус фразы,Заголовки быстрых ссылок,Описания быстрых ссылок,Адреса быстрых ссылок,Турбо-страницы быстрых ссылок,Параметр 1,Параметр 2,Метки,Изображение,Креатив,Статус модерации креатива,Турбо-страница,Уточнения,Минус-фразы на группу,Возрастные ограничения,Реклама мобильных приложений: настройки на группу,,,,Реклама мобильных приложений: настройки на объявление,,,,
-,Текстово-графическое,-,68469878,Группа №68469878,14,-,576379760,Тор и партнеры,68473128,"Агентство ""Тор и партнеры""",,Услуги работодателям по подбору персонала. Гарантируем результат!,24,,63,http://thor-hr.ru,,Москва,,"11,19","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353758,подбор персонала,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"14,24","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353762,подбор кадров,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"5,59","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353764,лучшие кадровые агентства,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353755,список кадровых агентств,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"3,05","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353750,вакансии кадровых агентств,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"11,19","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353765,кадровое агентство москва,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"5,08","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353756,адреса кадровых агентств,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353760,нанять специалиста,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353753,кадровое агентство подбор,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"8,39","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353759,кадровый центр москва,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"7,63","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353754,нанять менеджера,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353763,агентство +по подбору персонала -кадровый,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353761,кадровые агентства +по подбору персонала,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353751,нанять бухгалтера,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353757,нанять +на работу,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353766,нанять секретаря,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68470543,Группа №68470543,15,-,558353752,кадровое агентство -адрес -подбор -список -хороший -москва -вакансия,68473794,Скорое кадровое агентство,,Услуги работодателям по подбору персонала от 5дней. Гарантируем результат!,25,,72,http://thor-hr.ru,,Москва и область,,"7,37","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355459,подбор персонала,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"11,44","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355463,подбор кадров,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"5,85","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355465,лучшие кадровые агентства,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355456,список кадровых агентств,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"3,05","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355451,вакансии кадровых агентств,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"12,97","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355466,кадровое агентство москва,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355457,адреса кадровых агентств,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"1,53","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355461,нанять специалиста,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355454,кадровое агентство подбор,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"7,12","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355460,кадровый центр москва,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"7,63","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355455,нанять менеджера,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355464,агентство +по подбору персонала -кадровый,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355462,кадровые агентства +по подбору персонала,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355452,нанять бухгалтера,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355458,нанять +на работу,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355467,нанять секретаря,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471081,Группа №68471081,16,-,558355453,кадровое агентство -адрес -подбор -список -хороший -москва -вакансия,68474332,"Кадровый центр ""Тор и партнеры""",,Индивидуальный подход. Гибкие скидки. От 5 дней. Работаем без предоплаты!,29,,69,http://thor-hr.ru,,Москва и область,,"12,20","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357016,подбор персонала,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"13,22","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357020,подбор кадров,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"5,85","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357022,лучшие кадровые агентства,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357013,список кадровых агентств,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"3,05","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357008,вакансии кадровых агентств,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"10,68","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357023,кадровое агентство москва,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"4,32","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357014,адреса кадровых агентств,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"1,02","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357018,нанять специалиста,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357011,кадровое агентство подбор,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"8,39","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357017,кадровый центр москва,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"8,14","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357012,нанять менеджера,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357021,агентство +по подбору персонала -кадровый,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357019,кадровые агентства +по подбору персонала,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357009,нанять бухгалтера,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357015,нанять +на работу,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357024,нанять секретаря,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"0,76","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471198,Группа №68471198,17,-,558357010,кадровое агентство -адрес -подбор -список -хороший -москва -вакансия,68474449,Скорое кадровое агентство,,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,25,,73,http://thor-hr.ru,,Москва и область,,"28,22","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360095,подбор персонала,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"19,32","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360099,подбор кадров,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"16,53","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360097,нанять специалиста,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"17,80","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360096,кадровый центр москва,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"31,53","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360091,нанять менеджера,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"17,80","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360088,нанять бухгалтера,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"19,83","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360094,нанять +на работу,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"15,25","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,558360103,нанять секретаря,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"17,80","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,576378733,Тор и партнеры,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"12,71","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,576339117,центр +по подбору персонала -кадровый,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"36,36","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,68471666,Группа №68471666,18,-,576339116,кадровый центр +по подбору персонала,68474917,"Кадровый центр ""Тор и партнеры""",,Любые вакансии -точно в срок! Гарантируем успешный результат! Скидки до 25%,29,,73,http://thor-hr.ru,,Москва и область,,"59,49","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807572,найти персонал,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807565,поиск персонала,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"14,75","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807576,поиск сотрудников,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"11,44","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807577,подбор кадров,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807560,подбор персонала москва,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807573,набор персонала,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"55,42","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807579,кадровое агентство москва,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807566,поиск работников,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807570,рекрутинговые агентства москва,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807561,рекрутинговая компания,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807575,нанять специалиста,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,830070625,ищу сотрудников,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807568,агентство по подбору персонала -кадровый,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807567,рекрутинговые агентства -москва,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"22,88","0,30",,Заархивировано,Приостановлена,,,,,,,,,,,,,,,,,,,,,,,
-,Текстово-графическое,-,72087014,Группа №72087014,19,-,589807563,кадровое агентство подбор -персонал,72090273,Кадровое агентство Тор и партнеры,,Скорость и качество. Звоните нам и через 5 дней сотрудник выйдет на работу!,33,,73,http://thor-hr.ru,,Москва,,"0,30","0,30",,Заархивировано,Работает везде,,,,,,,,,,,,,,,,,,,,,,,
